from,to,count
三明市,金华市,107
广元市,凉山彝族自治州,107
郴州市,咸宁市,107
抚州市,西安市,107
阜阳市,潍坊市,107
邯郸市,襄樊市,107
北海市,杭州市,107
马鞍山市,宁波市,107
内江市,汉中市,107
襄樊市,怀化市,107
邢台市,深圳市,107
株洲市,抚州市,107
宝鸡市,乌鲁木齐市,107
北海市,毕节地区,107
许昌市,十堰市,107
咸宁市,六安市,107
邯郸市,泰州市,107
襄樊市,抚州市,107
广安市,十堰市,107
丽水市,厦门市,107
阜新市,廊坊市,107
上饶市,镇江市,107
宁德市,佛山市,107
铜仁地区,台州市,107
遵义市,绍兴市,107
淮北市,温州市,107
亳州市,长春市,107
铜仁地区,咸宁市,107
宁德市,舟山市,107
德阳市,苏州市,107
许昌市,郴州市,107
杭州市,锡林郭勒盟,107
上海市,达州市,106
江门市,钦州市,106
石家庄市,周口市,106
苏州市,宁德市,106
南京市,黄冈市,106
江门市,郴州市,106
厦门市,信阳市,106
阳江市,河池市,106
武汉市,永州市,106
沈阳市,重庆市,106
天津市,呼伦贝尔市,106
太原市,沧州市,106
杭州市,沧州市,106
武汉市,沈阳市,106
西安市,聊城市,106
唐山市,鞍山市,106
海西蒙古族藏族自治州,巴音郭楞蒙古自治州,106
临沂市,亳州市,106
成都市,铜仁地区,106
西安市,泰安市,106
包头市,石家庄市,106
盐城市,济宁市,106
呼和浩特市,重庆市,106
台州市,临沂市,106
海南省直辖县级行政单位,桂林市,106
毕节地区,南充市,106
盐城市,亳州市,106
南通市,赣州市,106
南京市,廊坊市,106
九江市,徐州市,106
连云港市,淄博市,106
黔南布依族苗族自治州,昭通市,106
玉林市,黔东南苗族侗族自治州,106
扬州市,金华市,106
凉山彝族自治州,广元市,106
连云港市,湖州市,106
营口市,辽源市,106
渭南市,信阳市,106
洛阳市,盐城市,106
晋城市,阳泉市,106
南平市,合肥市,106
晋中市,杭州市,106
平顶山市,渭南市,106
德州市,合肥市,106
秦皇岛市,苏州市,106
铜仁地区,上饶市,106
开封市,盐城市,106
揭阳市,海口市,106
商洛市,襄樊市,106
咸阳市,无锡市,106
永州市,萍乡市,106
郴州市,梅州市,106
岳阳市,泉州市,106
莱芜市,威海市,106
阜新市,上海市,106
岳阳市,湛江市,106
六安市,抚州市,106
遂宁市,武汉市,106
宜春市,海口市,106
益阳市,柳州市,106
保山市,广州市,106
菏泽市,乌鲁木齐市,106
张家界市,柳州市,106
宜宾市,厦门市,106
自贡市,黔东南苗族侗族自治州,106
绵阳市,常州市,106
运城市,合肥市,106
池州市,厦门市,106
许昌市,佛山市,106
自贡市,安顺市,106
信阳市,马鞍山市,106
河池市,杭州市,106
东莞市,张家界市,105
嘉兴市,滁州市,105
青岛市,邢台市,105
贵阳市,泉州市,105
青岛市,吉林市,105
镇江市,临沂市,105
泉州市,郑州市,105
银川市,宝鸡市,105
昆明市,海口市,105
绍兴市,泰州市,105
珠海市,海口市,105
南宁市,天津市,105
中卫市,平凉市,105
贵阳市,海口市,105
朔州市,晋城市,105
遵义市,武汉市,105
太原市,海口市,105
梅州市,武汉市,105
南阳市,济宁市,105
郑州市,东莞市,105
武汉市,衢州市,105
九江市,周口市,105
西双版纳傣族自治州,上海市,105
柳州市,株洲市,105
汕头市,昆明市,105
宿州市,泰安市,105
上饶市,恩施土家族苗族自治州,105
南宁市,汕头市,105
淮安市,西安市,105
长沙市,嘉兴市,105
烟台市,秦皇岛市,105
抚州市,莆田市,105
百色市,六盘水市,105
萍乡市,娄底市,105
周口市,湖北省直辖县级行政单位,105
渭南市,平凉市,105
泉州市,河源市,105
齐齐哈尔市,葫芦岛市,105
恩施土家族苗族自治州,广安市,105
怀化市,安顺市,105
扬州市,池州市,105
北海市,清远市,105
宿迁市,金华市,105
益阳市,黔东南苗族侗族自治州,105
揭阳市,阳江市,105
邢台市,许昌市,105
衡阳市,荆门市,105
菏泽市,金华市,105
许昌市,河南省直辖县级行政单位,105
淮北市,盐城市,105
张家界市,宜春市,105
孝感市,贵阳市,105
重庆市,鄂州市,105
南阳市,娄底市,105
天水市,武汉市,105
黄冈市,贵阳市,105
渭南市,晋城市,105
重庆市,德宏傣族景颇族自治州,105
菏泽市,绍兴市,105
孝感市,温州市,105
常德市,湛江市,105
安康市,三门峡市,105
邯郸市,包头市,105
广安市,怀化市,105
永州市,温州市,105
威海市,杭州市,105
广安市,铜仁地区,105
开封市,南昌市,105
张家界市,金华市,105
阜阳市,乌鲁木齐市,105
池州市,广州市,105
抚顺市,廊坊市,105
安庆市,昆明市,105
阜阳市,丽水市,105
绵阳市,绍兴市,105
宣城市,厦门市,105
湖北省直辖县级行政单位,无锡市,105
广元市,黄冈市,105
自贡市,红河哈尼族彝族自治州,105
运城市,蚌埠市,105
吉安市,肇庆市,105
巴中市,攀枝花市,105
文山壮族苗族自治州,苏州市,105
周口市,清远市,105
泸州市,贺州市,105
南充市,贺州市,105
鹤壁市,滁州市,105
惠州市,抚州市,104
惠州市,贵港市,104
昆明市,南充市,104
天津市,盐城市,104
天津市,大庆市,104
晋城市,邯郸市,104
珠海市,昆明市,104
唐山市,泰安市,104
乌鲁木齐市,天津市,104
重庆市,香港特别行政区,104
淮北市,周口市,104
惠州市,杭州市,104
成都市,临夏回族自治州,104
宿迁市,周口市,104
唐山市,南京市,104
咸阳市,陇南市,104
湛江市,文山壮族苗族自治州,104
洛阳市,兰州市,104
鄂州市,荆门市,104
益阳市,湖北省直辖县级行政单位,104
咸阳市,昆明市,104
湖北省直辖县级行政单位,驻马店市,104
贵阳市,玉溪市,104
定西市,庆阳市,104
景德镇市,萍乡市,104
钦州市,永州市,104
芜湖市,金华市,104
成都市,商洛市,104
九江市,湘潭市,104
安康市,洛阳市,104
贵港市,邵阳市,104
安康市,邯郸市,104
孝感市,桂林市,104
开封市,烟台市,104
新余市,温州市,104
四平市,赤峰市,104
上饶市,蚌埠市,104
平顶山市,福州市,104
南平市,景德镇市,104
赣州市,阳江市,104
德州市,连云港市,104
哈密地区,新疆维吾尔自治区直辖县级行政单位,104
洛阳市,连云港市,104
茂名市,三亚市,104
郴州市,茂名市,104
许昌市,济南市,104
伊春市,七台河市,104
临汾市,深圳市,104
南阳市,宁德市,104
黄冈市,湘潭市,104
安阳市,连云港市,104
九江市,铜陵市,104
许昌市,宜昌市,104
鹰潭市,绍兴市,104
铜仁地区,无锡市,104
信阳市,聊城市,104
韶关市,香港特别行政区,104
宿州市,烟台市,104
马鞍山市,深圳市,104
商丘市,唐山市,104
襄樊市,巢湖市,104
上饶市,舟山市,104
上饶市,黔南布依族苗族自治州,104
荆门市,无锡市,104
广元市,郑州市,104
资阳市,兰州市,104
六盘水市,台州市,104
信阳市,兰州市,104
河源市,厦门市,104
梅州市,海口市,104
南充市,晋中市,104
广安市,永州市,104
娄底市,南京市,104
楚雄彝族自治州,百色市,104
东莞市,河池市,103
温州市,黄石市,103
广州市,来宾市,103
杭州市,衡阳市,103
镇江市,安庆市,103
安顺市,泸州市,103
上海市,鞍山市,103
三明市,宜春市,103
新疆维吾尔自治区直辖县级行政单位,哈密地区,103
大连市,伊春市,103
百色市,衡阳市,103
丽江市,西安市,103
滁州市,周口市,103
重庆市,开封市,103
成都市,平顶山市,103
福州市,扬州市,103
宿迁市,西安市,103
南昌市,黄山市,103
石家庄市,包头市,103
酒泉市,临夏回族自治州,103
温州市,烟台市,103
赣州市,宁德市,103
河源市,南宁市,103
汕头市,温州市,103
重庆市,玉林市,103
昌吉回族自治州,北京市,103
济宁市,成都市,103
唐山市,杭州市,103
鸡西市,吉林市,103
上饶市,芜湖市,103
潮州市,上海市,103
滁州市,广州市,103
莆田市,台州市,103
丽江市,普洱市,103
钦州市,贵阳市,103
通化市,葫芦岛市,103
河池市,昆明市,103
张家界市,毕节地区,103
南阳市,淮南市,103
广元市,贵阳市,103
湛江市,澳门特别行政区,103
恩施土家族苗族自治州,常州市,103
黔南布依族苗族自治州,常州市,103
池州市,泰州市,103
湖北省直辖县级行政单位,濮阳市,103
襄樊市,江门市,103
三明市,南京市,103
阜新市,承德市,103
宿州市,泉州市,103
娄底市,西安市,103
周口市,三明市,103
上饶市,天津市,103
遂宁市,温州市,103
临沧市,深圳市,103
毕节地区,贺州市,103
朔州市,上海市,103
平顶山市,芜湖市,103
渭南市,嘉兴市,103
金华市,怀化市,102
惠州市,广安市,102
惠州市,益阳市,102
惠州市,荆州市,102
广州市,自贡市,102
青岛市,商丘市,102
天津市,长治市,102
杭州市,长春市,102
上海市,衡水市,102
哈尔滨市,海南省直辖县级行政单位,102
宁波市,哈尔滨市,102
北京市,遵义市,102
长沙市,抚州市,102
湖州市,临沂市,102
滨州市,唐山市,102
金华市,淮安市,102
苏州市,保定市,102
唐山市,滨州市,102
台州市,南平市,102
深圳市,嘉兴市,102
阿克苏地区,克孜勒苏柯尔克孜自治州,102
太原市,厦门市,102
河南省直辖县级行政单位,安阳市,102
三明市,九江市,102
济宁市,哈尔滨市,102
郴州市,柳州市,102
南昌市,湘潭市,102
宿迁市,泰安市,102
沧州市,无锡市,102
贵阳市,丽江市,102
吕梁市,重庆市,102
孝感市,平顶山市,102
伊犁哈萨克自治州,阿克苏地区,102
衡水市,徐州市,102
安康市,广元市,102
承德市,通辽市,102
泰州市,济南市,102
蚌埠市,青岛市,102
河南省直辖县级行政单位,许昌市,102
南阳市,桂林市,102
香港特别行政区,西安市,102
营口市,大庆市,102
咸阳市,长沙市,102
吉林市,潍坊市,102
怀化市,咸宁市,102
商丘市,孝感市,102
驻马店市,渭南市,102
阜阳市,岳阳市,102
安阳市,泰安市,102
南阳市,潍坊市,102
攀枝花市,曲靖市,102
白城市,锦州市,102
新乡市,南昌市,102
周口市,德州市,102
湘西土家族苗族自治州,柳州市,102
德州市,深圳市,102
达州市,荆门市,102
洛阳市,惠州市,102
广元市,昆明市,102
益阳市,昆明市,102
德阳市,黔南布依族苗族自治州,102
玉林市,郴州市,102
巢湖市,成都市,102
达州市,曲靖市,102
张家界市,南昌市,102
莆田市,无锡市,102
荆州市,常州市,102
焦作市,株洲市,102
十堰市,厦门市,102
驻马店市,宣城市,102
岳阳市,嘉兴市,102
广元市,黔南布依族苗族自治州,102
信阳市,丽水市,102
荆门市,珠海市,102
东莞市,湖北省直辖县级行政单位,101
泉州市,怀化市,101
深圳市,汉中市,101
上海市,邵阳市,101
潍坊市,濮阳市,101
上海市,临汾市,101
南宁市,福州市,101
天津市,朔州市,101
武汉市,太原市,101
西安市,南通市,101
南京市,德州市,101
太原市,徐州市,101
昆明市,德阳市,101
绍兴市,昆明市,101
玉树藏族自治州,甘孜藏族自治州,101
天津市,桂林市,101
酒泉市,天水市,101
南京市,香港特别行政区,101
福州市,揭阳市,101
扬州市,温州市,101
克拉玛依市,阿勒泰地区,101
临沂市,淮北市,101
潍坊市,长沙市,101
武汉市,三门峡市,101
淮安市,重庆市,101
宜昌市,福州市,101
咸宁市,信阳市,101
襄樊市,石家庄市,101
茂名市,衡阳市,101
茂名市,黔南布依族苗族自治州,101
泉州市,嘉兴市,101
甘孜藏族自治州,南充市,101
崇左市,重庆市,101
蚌埠市,重庆市,101
淮安市,金华市,101
秦皇岛市,西安市,101
乌兰察布市,榆林市,101
黔南布依族苗族自治州,来宾市,101
宿州市,新乡市,101
甘孜藏族自治州,自贡市,101
洛阳市,福州市,101
泉州市,澳门特别行政区,101
盐城市,九江市,101
南充市,荆州市,101
沧州市,广州市,101
莆田市,金华市,101
河池市,长沙市,101
玉溪市,德宏傣族景颇族自治州,101
淮南市,南通市,101
枣庄市,新乡市,101
铁岭市,齐齐哈尔市,101
保山市,西双版纳傣族自治州,101
黔西南布依族苗族自治州,湛江市,101
邵阳市,茂名市,101
本溪市,吉林市,101
济宁市,南昌市,101
十堰市,鄂州市,101
泰安市,秦皇岛市,101
广安市,南阳市,101
襄樊市,桂林市,101
吉林市,苏州市,101
抚州市,南通市,101
商丘市,泉州市,101
娄底市,六盘水市,101
庆阳市,郑州市,101
吉林市,杭州市,101
信阳市,衡水市,101
开封市,泉州市,101
周口市,天水市,101
上饶市,韶关市,101
广安市,黔西南布依族苗族自治州,101
周口市,桂林市,101
天水市,金昌市,101
自贡市,铜仁地区,101
庆阳市,东莞市,101
巴中市,兰州市,101
保山市,东莞市,101
曲靖市,中山市,101
黔东南苗族侗族自治州,珠海市,101
金华市,蚌埠市,100
深圳市,内江市,100
上海市,湖北省直辖县级行政单位,100
镇江市,阜阳市,100
厦门市,襄樊市,100
济南市,周口市,100
北京市,南平市,100
大连市,兴安盟,100
重庆市,周口市,100
合肥市,上饶市,100
太原市,衡水市,100
大连市,潍坊市,100
宁德市,重庆市,100
长沙市,随州市,100
沧州市,安阳市,100
咸阳市,广元市,100
沧州市,葫芦岛市,100
郴州市,荆州市,100
唐山市,通辽市,100
运城市,邯郸市,100
重庆市,潍坊市,100
镇江市,金华市,100
哈密地区,西安市,100
运城市,开封市,100
梅州市,南昌市,100
葫芦岛市,沧州市,100
唐山市,广州市,100
咸宁市,邵阳市,100
怀化市,毕节地区,100
盐城市,南昌市,100
淮北市,菏泽市,100
徐州市,平顶山市,100
六安市,驻马店市,100
吉林市,辽阳市,100
焦作市,黄冈市,100
黔南布依族苗族自治州,北京市,100
平凉市,渭南市,100
盐城市,池州市,100
衡阳市,河池市,100
铁岭市,松原市,100
滁州市,西安市,100
桂林市,揭阳市,100
东营市,廊坊市,100
宜春市,孝感市,100
鄂州市,岳阳市,100
丽江市,乐山市,100
黄冈市,扬州市,100
宜昌市,天津市,100
襄樊市,宜春市,100
新乡市,南通市,100
邵阳市,百色市,100
淮北市,天津市,100
眉山市,毕节地区,100
开封市,淮北市,100
天水市,甘南藏族自治州,100
亳州市,铜陵市,100
株洲市,衢州市,100
商丘市,池州市,100
阳泉市,青岛市,100
宜昌市,台州市,100
荆州市,南通市,100
安阳市,南通市,100
信阳市,贵阳市,100
驻马店市,沧州市,100
河南省直辖县级行政单位,上海市,100
西双版纳傣族自治州,毕节地区,100
平顶山市,青岛市,100
七台河市,大连市,100
资阳市,陇南市,100
防城港市,珠海市,100
天水市,南京市,100
盐城市,舟山市,100
衡水市,深圳市,100
邯郸市,岳阳市,100
安庆市,舟山市,100
商洛市,杭州市,100
岳阳市,河源市,100
泸州市,怀化市,100
吉安市,湖州市,100
巴中市,佛山市,100
龙岩市,珠海市,100
自贡市,文山壮族苗族自治州,100
安康市,六安市,100
广州市,宜宾市,99
东莞市,福州市,99
无锡市,枣庄市,99
嘉兴市,连云港市,99
青岛市,洛阳市,99
台州市,连云港市,99
杭州市,泰安市,99
西安市,金华市,99
苏州市,东莞市,99
南通市,九江市,99
温州市,淮安市,99
江门市,汕头市,99
合肥市,抚州市,99
西安市,台州市,99
营口市,绥化市,99
杭州市,海口市,99
长春市,西安市,99
河南省直辖县级行政单位,临汾市,99
泰州市,南昌市,99
聊城市,南阳市,99
哈尔滨市,福州市,99
清远市,钦州市,99
聊城市,哈尔滨市,99
雅安市,广安市,99
安阳市,临沂市,99
遵义市,宜春市,99
许昌市,孝感市,99
呼和浩特市,晋中市,99
萍乡市,常德市,99
宜春市,襄樊市,99
宝鸡市,固原市,99
包头市,廊坊市,99
徐州市,渭南市,99
齐齐哈尔市,鸡西市,99
上饶市,徐州市,99
宿州市,南阳市,99
营口市,秦皇岛市,99
包头市,杭州市,99
常德市,达州市,99
镇江市,绍兴市,99
新余市,武汉市,99
襄樊市,张家界市,99
本溪市,阜新市,99
日照市,南通市,99
镇江市,天津市,99
凉山彝族自治州,北京市,99
楚雄彝族自治州,六盘水市,99
承德市,呼和浩特市,99
连云港市,重庆市,99
河池市,成都市,99
蚌埠市,西安市,99
四平市,阜新市,99
新乡市,烟台市,99
平顶山市,济南市,99
平凉市,西宁市,99
孝感市,上饶市,99
吕梁市,渭南市,99
益阳市,孝感市,99
防城港市,阳江市,99
海东地区,北京市,99
